S.No,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Target,Target_Label
1798,ODISHA,BHADRAK,2003,25,21,21,49,2,67,0,668,LOW
1799,ODISHA,BOLANGIR,2003,25,4,0,95,5,38,0,557,LOW
1800,ODISHA,BOUDH,2003,11,4,1,32,1,10,0,216,LOW
1801,ODISHA,CUTTACK,2003,32,26,47,27,1,122,0,936,LOW
1802,ODISHA,DEOGARH,2003,5,9,0,52,3,12,0,254,LOW
1803,ODISHA,DHENKANAL,2003,9,7,3,67,10,27,0,374,LOW
1804,ODISHA,GAJAPATI,2003,4,4,3,21,1,7,0,140,LOW
1805,ODISHA,GANJAM,2003,17,9,13,185,10,46,0,890,LOW
1806,ODISHA,JAGATSINGHPUR,2003,13,15,12,9,4,29,0,312,LOW
1807,ODISHA,JAJPUR,2003,17,21,19,18,0,73,0,517,LOW
1808,ODISHA,JHARSUGUDA,2003,15,8,0,38,4,23,0,301,LOW
1809,ODISHA,KALAHANDI,2003,18,9,5,22,6,11,0,286,LOW
1810,ODISHA,KANDHAMAL,2003,35,23,2,84,7,75,0,758,LOW
1811,ODISHA,KENDRAPARA,2003,10,12,12,14,0,12,0,256,LOW
1812,ODISHA,KEONJHAR,2003,37,25,14,84,17,55,0,822,LOW
1813,ODISHA,KHURDA,2003,57,35,29,39,19,131,0,1111,LOW
1814,ODISHA,KORAPUT,2003,38,21,0,82,4,51,0,702,LOW
1815,ODISHA,MALKANGIR,2003,17,4,1,16,1,6,0,202,LOW
1816,ODISHA,MAYURBHANJ,2003,70,2,11,120,8,135,0,1202,LOW
1817,ODISHA,NAYAGARH,2003,15,11,12,10,2,15,0,283,LOW
1818,ODISHA,NOWRANGPUR,2003,26,15,0,44,5,19,0,417,LOW
1819,ODISHA,NUAPADA,2003,6,0,0,21,13,16,0,150,LOW
1820,ODISHA,PURI,2003,39,14,0,7,0,24,0,398,LOW
1821,ODISHA,RAYAGADA,2003,14,5,4,44,3,27,0,331,LOW
1822,ODISHA,ROURKELA,2003,10,3,1,31,6,21,0,229,LOW
1823,ODISHA,SAMBALPUR,2003,22,9,1,61,13,15,0,422,LOW
1824,ODISHA,SONEPUR,2003,4,2,1,44,1,8,0,191,LOW
1825,ODISHA,SRP(CUTTACK),2003,1,2,0,9,1,3,0,49,LOW
1826,ODISHA,SRP(ROURKELA),2003,1,1,0,3,0,0,0,20,LOW
1827,ODISHA,SUNDARGARH,2003,21,6,5,52,10,22,0,411,LOW
1828,PUNJAB,AMRITSAR,2003,11,25,4,9,0,50,0,328,LOW
1829,PUNJAB,BARNALA,2003,15,7,2,12,0,52,0,285,LOW
1830,PUNJAB,BATALA,2003,13,9,6,6,0,28,0,237,LOW
1831,PUNJAB,BHATINDA,2003,15,16,1,20,2,36,0,309,LOW
1832,PUNJAB,FARIDKOT,2003,10,5,2,8,0,49,0,224,LOW
1833,PUNJAB,FATEHGARH SAHIB,2003,9,4,1,2,2,14,0,121,LOW
1834,PUNJAB,FEROZEPUR,2003,30,11,7,32,0,34,0,460,LOW
1835,PUNJAB,G.R.P,2003,1,1,3,3,0,0,0,38,LOW
1836,PUNJAB,GURDASPUR,2003,15,4,4,4,0,19,0,195,LOW
1837,PUNJAB,HOSHIARPUR,2003,30,14,7,13,15,51,0,464,LOW
1838,PUNJAB,JAGRAON,2003,12,4,5,9,0,34,0,225,LOW
1839,PUNJAB,JALANDHAR,2003,33,46,13,27,0,107,0,788,LOW
1840,PUNJAB,KAPURTHALA,2003,11,5,2,3,0,37,0,192,LOW
1841,PUNJAB,KHANNA,2003,7,3,2,7,0,14,0,122,LOW
1842,PUNJAB,LUDHIANA,2003,38,47,8,72,175,116,0,1125,LOW
1843,PUNJAB,MAJITHA,2003,12,10,3,15,0,29,0,245,LOW
1844,PUNJAB,MANSA,2003,11,6,6,8,0,12,0,185,LOW
1845,PUNJAB,MOGA,2003,9,8,3,16,0,17,0,195,LOW
1846,PUNJAB,MUKTSAR,2003,9,3,1,12,0,10,0,137,LOW
1847,PUNJAB,NAWAN SHAHR,2003,14,10,1,5,0,32,0,223,LOW
1848,PUNJAB,PATIALA,2003,33,30,6,28,0,138,0,747,LOW
1849,PUNJAB,ROPAR,2003,10,9,8,14,3,41,0,281,LOW
1850,PUNJAB,SANGRUR,2003,19,14,12,14,2,56,0,417,LOW
1851,PUNJAB,TARN TARAN,2003,13,4,3,7,0,11,0,168,LOW
1852,RAJASTHAN,AJMER,2003,36,95,17,75,0,284,0,1527,LOW
1853,RAJASTHAN,ALWAR,2003,50,60,42,114,0,274,0,1732,LOW
1854,RAJASTHAN,BANSWARA,2003,53,51,3,89,2,100,0,1062,LOW
1855,RAJASTHAN,BARAN,2003,50,66,3,175,10,187,0,1541,LOW
1856,RAJASTHAN,BARMER,2003,16,15,17,72,0,63,0,616,LOW
1857,RAJASTHAN,BHARATPUR,2003,41,68,30,55,0,228,0,1360,LOW
1858,RAJASTHAN,BHILWARA,2003,42,112,6,111,0,286,0,1683,LOW
1859,RAJASTHAN,BIKANER,2003,27,28,14,50,0,164,0,863,LOW
1860,RAJASTHAN,BUNDI,2003,42,49,4,152,0,198,0,1366,LOW
1861,RAJASTHAN,CHITTORGARH,2003,78,164,6,99,3,379,0,2296,LOW
1862,RAJASTHAN,CHURU,2003,22,14,15,76,1,173,0,875,LOW
1863,RAJASTHAN,DAUSA,2003,17,21,3,20,0,61,0,403,LOW
1864,RAJASTHAN,DHOLPUR,2003,20,27,21,36,0,92,0,666,LOW
1865,RAJASTHAN,DUNGARPUR,2003,15,29,10,50,1,54,0,540,LOW
1866,RAJASTHAN,G.R.P.,2003,0,0,2,12,2,0,0,50,LOW
1867,RAJASTHAN,GANGANAGAR,2003,75,47,16,69,0,352,0,1720,LOW
1868,RAJASTHAN,HANUMANGARH,2003,56,24,18,93,1,254,0,1384,LOW
1869,RAJASTHAN,JAIPUR,2003,57,187,32,188,0,482,0,2867,LOW
1870,RAJASTHAN,JAISALMER,2003,3,6,4,16,0,13,0,143,LOW
1871,RAJASTHAN,JALORE,2003,6,30,7,72,0,75,0,570,LOW
1872,RAJASTHAN,JHALAWAR,2003,50,51,11,141,1,191,0,1426,LOW
1873,RAJASTHAN,JHUNJHUNU,2003,27,33,7,50,0,102,0,717,LOW
1874,RAJASTHAN,JODHPUR,2003,34,62,15,96,4,282,0,1432,LOW
1875,RAJASTHAN,KARAULI,2003,34,50,13,80,0,73,0,902,LOW
1876,RAJASTHAN,KOTA,2003,35,115,9,146,2,307,0,1813,LOW
1877,RAJASTHAN,NAGAUR,2003,32,27,10,115,0,128,0,993,LOW
1878,RAJASTHAN,PALI,2003,27,65,9,184,1,190,0,1436,LOW
1879,RAJASTHAN,RAJSAMAND,2003,12,53,2,32,2,106,0,618,LOW
1880,RAJASTHAN,SAWAI MADHOPUR,2003,21,27,10,56,0,112,0,707,LOW
1881,RAJASTHAN,SIKAR,2003,15,22,17,44,0,111,0,649,LOW
1882,RAJASTHAN,SIROHI,2003,11,32,6,37,0,97,0,546,LOW
1883,RAJASTHAN,TONK,2003,11,48,5,45,1,179,1,798,LOW
1884,RAJASTHAN,UDAIPUR,2003,35,72,5,65,2,136,0,1032,LOW
1885,SIKKIM,EAST,2003,5,0,0,11,0,1,0,70,LOW
1886,SIKKIM,NORTH,2003,2,0,0,0,0,0,0,14,LOW
1887,SIKKIM,SOUTH,2003,1,0,0,6,0,0,0,25,LOW
1888,SIKKIM,WEST,2003,2,0,0,8,0,0,0,38,LOW
1889,TAMIL NADU,CHENGAI,2003,17,33,15,100,62,78,0,859,LOW
1890,TAMIL NADU,CHENNAI,2003,38,0,18,90,212,159,0,1174,LOW
1891,TAMIL NADU,CHENNAI RLY.,2003,0,0,0,4,2,0,0,14,LOW
1892,TAMIL NADU,COIMBATORE RURAL,2003,16,14,17,79,29,97,0,730,LOW
1893,TAMIL NADU,COIMBATORE URBAN,2003,4,1,1,18,6,24,0,146,LOW
1894,TAMIL NADU,CUDDALORE,2003,19,10,10,73,18,35,0,540,LOW
1895,TAMIL NADU,DHARMAPURI,2003,23,34,16,91,11,36,0,749,LOW
1896,TAMIL NADU,DINDIGUL,2003,18,14,3,51,2,30,0,415,LOW
1897,TAMIL NADU,ERODE,2003,11,33,2,60,10,50,0,511,LOW
1898,TAMIL NADU,KANCHIPURAM,2003,31,16,11,57,60,23,0,624,LOW
1899,TAMIL NADU,KANYAKUMARI,2003,11,9,4,22,33,50,0,336,LOW
1900,TAMIL NADU,KARUR,2003,3,10,2,5,4,24,0,140,LOW
1901,TAMIL NADU,MADURAI RURAL,2003,22,24,13,58,8,63,0,636,LOW
1902,TAMIL NADU,MADURAI URBAN,2003,7,16,10,29,49,35,0,379,LOW
1903,TAMIL NADU,NAGAPATTINAM,2003,5,19,8,50,4,25,0,363,LOW
1904,TAMIL NADU,NAMAKKAL,2003,7,22,6,54,20,41,0,437,LOW
1905,TAMIL NADU,NILGIRIS,2003,9,2,0,39,4,0,0,192,LOW
1906,TAMIL NADU,PERAMBALUR,2003,13,26,3,65,10,42,0,502,LOW
1907,TAMIL NADU,PUDUKOTTAI,2003,8,14,2,52,5,28,0,341,LOW
1908,TAMIL NADU,RAMNATHAPURAM,2003,10,10,3,49,6,45,0,371,LOW
1909,TAMIL NADU,SALEM RURAL,2003,35,62,10,167,9,151,0,1365,LOW
1910,TAMIL NADU,SALEM URBAN,2003,11,8,3,11,13,13,0,199,LOW
1911,TAMIL NADU,SIVAGANGAI,2003,4,19,4,17,7,34,0,254,LOW
1912,TAMIL NADU,THANJAVUR,2003,14,22,1,100,14,33,0,572,LOW
1913,TAMIL NADU,THENI,2003,6,5,4,53,7,25,0,302,LOW
1914,TAMIL NADU,THIRUNELVELI RURAL,2003,43,27,11,122,28,41,0,951,LOW
1915,TAMIL NADU,THIRUNELVELI URBAN,2003,4,10,0,11,18,21,0,161,LOW
1916,TAMIL NADU,THIRUVALLUR,2003,14,23,8,70,13,28,0,517,LOW
1917,TAMIL NADU,THIRUVANNAMALAI,2003,25,20,6,37,8,22,0,454,LOW
1918,TAMIL NADU,THIRUVARUR,2003,9,8,2,71,9,19,0,367,LOW
1919,TAMIL NADU,THOOTHUGUDI,2003,21,22,5,76,51,54,0,652,LOW
1920,TAMIL NADU,TRICHY RLY.,2003,0,0,0,0,1,0,0,1,LOW
1921,TAMIL NADU,TRICHY RURAL,2003,7,9,7,16,4,44,1,272,LOW
1922,TAMIL NADU,TRICHY URBAN,2003,6,7,0,5,41,44,0,214,LOW
1923,TAMIL NADU,VELLORE,2003,20,23,6,43,32,17,0,463,LOW
1924,TAMIL NADU,VILLUPURAM,2003,39,40,6,100,29,62,0,922,LOW
1925,TAMIL NADU,VIRUDHUNAGAR,2003,27,20,3,77,42,62,0,684,LOW
1926,TRIPURA,DHALAI,2003,5,2,2,8,0,10,0,99,LOW
1927,TRIPURA,NORTH,2003,36,4,3,38,0,75,0,550,LOW
1928,TRIPURA,SOUTH,2003,37,7,3,54,0,73,0,613,LOW
1929,TRIPURA,WEST,2003,36,16,12,27,0,89,0,647,LOW
1930,UTTAR PRADESH,AGRA,2003,27,73,55,59,55,183,0,1409,LOW
1931,UTTAR PRADESH,ALIGARH,2003,24,60,33,27,14,108,0,917,LOW
1932,UTTAR PRADESH,ALLAHABAD,2003,21,19,40,12,27,77,0,680,LOW
1933,UTTAR PRADESH,AMBEDKAR NAGAR,2003,7,15,10,6,7,16,0,226,LOW
1934,UTTAR PRADESH,AURAIYA,2003,4,10,16,11,24,13,0,247,LOW
1935,UTTAR PRADESH,AZAMGARH,2003,6,23,16,18,39,45,0,413,LOW
1936,UTTAR PRADESH,BADAUN,2003,31,40,28,29,89,15,0,751,LOW
1937,UTTAR PRADESH,BAGHPAT,2003,12,14,10,9,45,23,0,318,LOW
1938,UTTAR PRADESH,BAHRAICH,2003,5,8,7,8,271,17,0,438,LOW
1939,UTTAR PRADESH,BALLIA,2003,2,3,8,8,25,8,0,139,LOW
1940,UTTAR PRADESH,BALRAMPUR,2003,3,4,3,1,45,6,0,115,LOW
1941,UTTAR PRADESH,BANDA,2003,10,6,13,15,17,10,0,254,LOW
1942,UTTAR PRADESH,BARABANKI,2003,12,19,16,11,50,27,0,393,LOW
1943,UTTAR PRADESH,BAREILLY,2003,32,47,37,27,78,84,0,961,LOW
1944,UTTAR PRADESH,BASTI,2003,5,11,14,9,161,15,0,381,LOW
1945,UTTAR PRADESH,BIJNOR,2003,20,23,24,23,254,50,0,799,LOW
1946,UTTAR PRADESH,BULANDSHAHAR,2003,13,30,25,26,98,105,0,747,LOW
1947,UTTAR PRADESH,CHANDOLI,2003,3,2,11,5,14,3,0,130,LOW
1948,UTTAR PRADESH,CHITRAKOOT DHAM,2003,10,0,6,7,0,7,0,141,LOW
1949,UTTAR PRADESH,DEORIA,2003,3,12,21,7,9,14,0,253,LOW
1950,UTTAR PRADESH,ETAH,2003,18,23,38,19,15,37,0,592,LOW
1951,UTTAR PRADESH,ETAWAH,2003,2,9,16,12,6,18,0,224,LOW
1952,UTTAR PRADESH,FAIZABAD,2003,10,11,4,6,42,2,0,202,LOW
1953,UTTAR PRADESH,FATEHGARH,2003,7,9,18,9,68,19,0,326,LOW
1954,UTTAR PRADESH,FATEHPUR,2003,3,14,24,4,19,15,0,282,LOW
1955,UTTAR PRADESH,FIROZABAD,2003,12,32,30,33,89,51,0,682,LOW
1956,UTTAR PRADESH,G.R.P.,2003,3,1,0,6,24,0,0,67,LOW
1957,UTTAR PRADESH,GAUTAMBUDH NAGAR,2003,10,19,14,13,19,23,0,334,LOW
1958,UTTAR PRADESH,GHAZIABAD,2003,15,49,17,18,65,97,0,716,LOW
1959,UTTAR PRADESH,GHAZIPUR,2003,2,8,11,3,24,24,0,193,LOW
1960,UTTAR PRADESH,GONDA,2003,5,8,16,3,215,4,0,395,LOW
1961,UTTAR PRADESH,GORAKHPUR,2003,13,32,18,22,25,36,0,490,LOW
1962,UTTAR PRADESH,HAMIRPUR,2003,10,4,12,15,5,2,0,212,LOW
1963,UTTAR PRADESH,HARDOI,2003,24,31,18,30,83,37,0,647,LOW
1964,UTTAR PRADESH,HATHRAS,2003,21,23,10,19,21,74,0,525,LOW
1965,UTTAR PRADESH,J.P.NAGAR,2003,6,14,13,4,121,24,0,357,LOW
1966,UTTAR PRADESH,JALAUN,2003,6,8,22,11,13,15,0,282,LOW
1967,UTTAR PRADESH,JAUNPUR,2003,4,13,22,6,45,29,0,333,LOW
1968,UTTAR PRADESH,JHANSI,2003,4,8,8,4,209,5,0,339,LOW
1969,UTTAR PRADESH,KANNAUJ,2003,4,22,16,14,28,29,0,340,LOW
1970,UTTAR PRADESH,KANPUR DEHAT,2003,6,20,22,15,118,19,0,455,LOW
1971,UTTAR PRADESH,KANPUR NAGAR,2003,24,57,43,40,147,94,0,1109,LOW
1972,UTTAR PRADESH,KAUSHAMBI,2003,17,4,16,7,9,5,0,271,LOW
1973,UTTAR PRADESH,KHIRI,2003,28,40,35,30,213,60,0,989,LOW
1974,UTTAR PRADESH,KUSHI NAGAR,2003,5,9,12,11,97,14,0,301,LOW
1975,UTTAR PRADESH,LALITPUR,2003,5,4,5,4,60,3,0,159,LOW
1976,UTTAR PRADESH,LUCKNOW,2003,38,98,29,63,302,216,0,1755,LOW
1977,UTTAR PRADESH,MAHARAJGANJ,2003,4,10,4,7,56,2,0,173,LOW
1978,UTTAR PRADESH,MAHOBA,2003,2,5,9,13,7,3,0,140,LOW
1979,UTTAR PRADESH,MAINPURI,2003,7,19,31,10,6,13,0,373,LOW
1980,UTTAR PRADESH,MATHURA,2003,16,26,18,21,36,65,0,553,LOW
1981,UTTAR PRADESH,MAU,2003,5,10,9,10,69,10,0,248,LOW
1982,UTTAR PRADESH,MEERUT,2003,40,55,31,31,165,199,0,1342,LOW
1983,UTTAR PRADESH,MIRZAPUR,2003,6,6,12,6,4,8,0,176,LOW
1984,UTTAR PRADESH,MORADABAD,2003,43,43,24,25,158,112,0,1074,LOW
1985,UTTAR PRADESH,MUZAFFARNAGAR,2003,32,36,29,23,205,73,0,962,LOW
1986,UTTAR PRADESH,PILIBHIT,2003,21,20,13,9,137,0,0,469,LOW
1987,UTTAR PRADESH,PRATAPGARH,2003,9,19,24,7,12,38,0,392,LOW
1988,UTTAR PRADESH,RAIBAREILLY,2003,20,25,16,36,102,38,0,622,LOW
1989,UTTAR PRADESH,RAMPUR,2003,13,21,12,12,7,5,0,300,LOW
1990,UTTAR PRADESH,SAHARANPUR,2003,17,50,10,17,70,77,0,654,LOW
1991,UTTAR PRADESH,SANT KABIRNAGAR,2003,0,4,10,5,43,10,0,154,LOW
1992,UTTAR PRADESH,SHAHJAHANPUR,2003,17,60,28,17,63,11,0,663,LOW
1993,UTTAR PRADESH,SHRAWASTI,2003,3,4,4,2,18,5,0,95,LOW
1994,UTTAR PRADESH,SIDHARTHNAGAR,2003,2,7,8,4,7,11,0,131,LOW
1995,UTTAR PRADESH,SITAPUR,2003,47,40,50,53,36,37,0,1058,LOW
1996,UTTAR PRADESH,SONBHADRA,2003,5,4,11,7,15,6,0,165,LOW
1997,UTTAR PRADESH,ST.RAVIDASNAGAR,2003,2,1,5,2,3,9,0,75,LOW
1998,UTTAR PRADESH,SULTANPUR,2003,18,19,19,10,81,38,0,503,LOW
1999,UTTAR PRADESH,UNNAO,2003,23,19,42,28,195,45,0,858,LOW
2000,UTTAR PRADESH,VARANASI,2003,7,7,21,4,71,33,0,352,LOW
2001,UTTARAKHAND,ALMORA,2003,1,1,9,6,4,5,0,97,LOW
2002,UTTARAKHAND,BAGESHWAR,2003,4,0,2,3,0,0,0,49,LOW
2003,UTTARAKHAND,CHAMOLI,2003,4,3,3,8,2,1,0,86,LOW
2004,UTTARAKHAND,CHAMPAWAT,2003,1,3,2,5,0,4,0,54,LOW
2005,UTTARAKHAND,DEHRADUN,2003,16,28,11,13,31,85,0,530,LOW
2006,UTTARAKHAND,HARIDWAR,2003,31,25,7,21,36,79,0,616,LOW
2007,UTTARAKHAND,NAINITAL,2003,9,14,12,15,3,30,0,299,LOW
2008,UTTARAKHAND,PAURI GARHWAL,2003,7,14,13,9,0,17,0,244,LOW
2009,UTTARAKHAND,PITHORAGARH,2003,3,0,6,7,0,1,0,80,LOW
2010,UTTARAKHAND,RUDRA PRAYAG,2003,2,2,7,2,0,4,0,78,LOW
2011,UTTARAKHAND,TEHRI GARHWAL,2003,6,4,6,10,0,10,0,144,LOW
2012,UTTARAKHAND,UDHAMSINGH NAGAR,2003,14,34,15,29,20,75,0,581,LOW
2013,UTTARAKHAND,UTTARKASHI,2003,9,6,0,8,2,6,0,125,LOW
2014,WEST BENGAL,24 PARGANAS NORTH,2003,92,103,24,105,3,672,0,2862,LOW
2015,WEST BENGAL,24 PARGANAS SOUTH,2003,89,69,47,105,1,822,0,3141,LOW
2016,WEST BENGAL,ASANSOL,2003,8,11,4,19,1,128,0,438,LOW
2017,WEST BENGAL,BANKURA,2003,43,11,20,31,0,106,0,770,LOW
2018,WEST BENGAL,BIRBHUM,2003,48,30,13,51,0,164,0,1015,LOW
2019,WEST BENGAL,BURDWAN,2003,61,33,26,51,0,301,1,1475,LOW
2020,WEST BENGAL,COOCHBEHAR,2003,53,34,11,60,0,176,0,1105,LOW
2021,WEST BENGAL,DAKSHIN DINAJPUR,2003,31,32,8,40,1,104,0,722,LOW
2022,WEST BENGAL,DARJEELING,2003,24,26,3,20,0,58,0,466,LOW
2023,WEST BENGAL,HOOGHLY,2003,39,31,14,25,0,383,0,1322,LOW
2024,WEST BENGAL,HOWRAH,2003,9,8,12,7,0,59,0,306,LOW
2025,WEST BENGAL,HOWRAH CITY,2003,6,7,5,11,1,65,0,264,LOW
2026,WEST BENGAL,HOWRAH G.R.P.,2003,0,2,0,5,0,1,0,25,LOW
2027,WEST BENGAL,JALPAIGURI,2003,60,23,4,75,1,164,0,1090,LOW
2028,WEST BENGAL,KHARAGPUR G.R.P.,2003,0,0,0,0,0,0,0,0,LOW
2029,WEST BENGAL,KOLKATA,2003,36,85,16,185,57,222,0,1744,LOW
2030,WEST BENGAL,MALDA,2003,57,20,4,67,1,99,0,903,LOW
2031,WEST BENGAL,MURSHIDABAD,2003,106,84,17,131,0,408,0,2389,LOW
2032,WEST BENGAL,NADIA,2003,108,59,23,96,2,299,0,2018,LOW
2033,WEST BENGAL,PASCHIM MIDNAPUR,2003,50,45,18,31,2,338,0,1409,LOW
2034,WEST BENGAL,PURAB MIDNAPUR,2003,33,49,37,11,0,233,0,1148,LOW
2035,WEST BENGAL,PURULIA,2003,25,14,8,34,0,82,0,545,LOW
2036,WEST BENGAL,SEALDAH G.R.P.,2003,0,0,1,2,0,0,0,12,LOW
2037,WEST BENGAL,SILIGURI G.R.P.,2003,0,2,0,1,0,0,0,11,LOW
2038,WEST BENGAL,UTTAR DINAJPUR,2003,24,23,14,23,1,64,0,542,LOW
2039,A & N ISLANDS,ANDAMAN,2003,2,2,0,9,2,7,0,65,LOW
2040,A & N ISLANDS,NICOBAR,2003,0,0,0,0,0,0,0,0,LOW
2041,CHANDIGARH,CHANDIGARH,2003,18,28,1,11,4,93,0,467,LOW
2042,D & N HAVELI,D and N HAVELI,2003,1,4,0,4,0,2,0,39,LOW
2043,DAMAN & DIU,DAMAN,2003,4,1,0,3,0,0,0,41,LOW
2044,DAMAN & DIU,DIU,2003,1,0,1,0,0,0,0,13,LOW
2045,DELHI,CENTRAL,2003,20,40,4,29,10,49,0,519,LOW
2046,DELHI,EAST,2003,37,119,15,73,8,190,0,1432,LOW
2047,DELHI,G.R.P.(RLY),2003,0,5,3,4,0,0,0,50,LOW
2048,DELHI,I.G.I. AIRPORT,2003,0,1,0,5,1,0,0,20,LOW
2049,DELHI,NEW DELHI,2003,8,16,1,20,8,13,0,220,LOW
2050,DELHI,NORTH,2003,34,44,4,16,8,55,0,604,LOW
2051,DELHI,NORTH EAST,2003,53,133,20,41,5,128,0,1407,LOW
2052,DELHI,NORTH WEST,2003,128,191,27,102,14,290,0,2722,LOW
2053,DELHI,S.T.F.,2003,0,0,0,0,0,0,0,0,LOW
2054,DELHI,SOUTH,2003,83,102,24,89,21,199,0,1819,LOW
2055,DELHI,SOUTH WEST,2003,57,73,22,52,26,119,0,1243,LOW
2056,DELHI,WEST,2003,70,73,10,58,4,168,0,1356,LOW
2057,LAKSHADWEEP,LAKSHADWEEP,2003,2,0,0,1,0,1,0,19,LOW
2058,PUDUCHERRY,PONDICHERRY,2003,2,13,1,56,27,4,0,275,LOW
2059,ANDHRA PRADESH,ADILABAD,2004,50,42,14,135,71,296,0,1670,LOW
2060,ANDHRA PRADESH,ANANTAPUR,2004,20,31,11,196,50,147,0,1262,LOW
2061,ANDHRA PRADESH,CHITTOOR,2004,28,27,22,116,197,234,0,1449,LOW
2062,ANDHRA PRADESH,CUDDAPAH,2004,14,31,7,118,49,120,0,907,LOW
2063,ANDHRA PRADESH,CYBERABAD,2004,40,69,43,106,85,517,0,2251,LOW
2064,ANDHRA PRADESH,EAST GODAVARI,2004,31,23,13,112,105,293,0,1414,LOW
2065,ANDHRA PRADESH,GUNTAKAL RLY.,2004,0,0,0,1,0,0,0,3,LOW
2066,ANDHRA PRADESH,GUNTUR,2004,46,60,32,186,104,397,0,2210,LOW
2067,ANDHRA PRADESH,HYDERABAD CITY,2004,56,62,29,144,206,1142,2,3746,LOW
2068,ANDHRA PRADESH,KARIMNAGAR,2004,85,98,61,370,155,717,0,4052,LOW
2069,ANDHRA PRADESH,KHAMMAM,2004,43,46,18,176,310,400,0,2231,LOW
2070,ANDHRA PRADESH,KRISHNA,2004,33,13,13,182,108,362,0,1739,LOW
2071,ANDHRA PRADESH,KURNOOL,2004,29,32,6,242,157,230,0,1710,LOW
2072,ANDHRA PRADESH,MAHABOOBNAGAR,2004,56,52,21,164,10,251,0,1730,LOW
2073,ANDHRA PRADESH,MEDAK,2004,52,32,41,86,54,229,0,1508,LOW
2074,ANDHRA PRADESH,NALGONDA,2004,46,57,34,200,66,272,0,1964,LOW
2075,ANDHRA PRADESH,NELLORE,2004,107,55,11,173,88,142,0,1926,LOW
2076,ANDHRA PRADESH,NIZAMABAD,2004,24,19,17,74,46,339,0,1292,LOW
2077,ANDHRA PRADESH,PRAKASHAM,2004,19,37,6,130,24,146,0,1023,LOW
2078,ANDHRA PRADESH,RANGA REDDY,2004,25,22,17,49,15,136,0,799,LOW
2079,ANDHRA PRADESH,SECUNDERABAD RLY.,2004,0,0,2,1,0,2,0,19,LOW
2080,ANDHRA PRADESH,SRIKAKULAM,2004,15,13,14,58,11,165,0,756,LOW
2081,ANDHRA PRADESH,VIJAYAWADA,2004,19,43,10,132,196,678,0,2313,LOW
2082,ANDHRA PRADESH,VIJAYAWADA RLY.,2004,0,0,0,6,0,1,0,20,LOW
2083,ANDHRA PRADESH,VISAKHA RURAL,2004,18,12,3,54,30,94,0,572,LOW
2084,ANDHRA PRADESH,VISAKHAPATNAM,2004,12,16,1,24,43,243,0,755,LOW
2085,ANDHRA PRADESH,VIZIANAGARAM,2004,14,7,6,53,26,155,0,657,LOW
2086,ANDHRA PRADESH,WARANGAL,2004,53,88,43,228,0,162,0,1989,LOW
2087,ANDHRA PRADESH,WEST GODAVARI,2004,81,43,17,301,104,518,0,2884,LOW
2088,ARUNACHAL PRADESH,CHANGLANG,2004,9,5,0,1,0,1,0,88,LOW
2089,ARUNACHAL PRADESH,DIBANG VALLEY,2004,3,0,0,0,0,0,0,21,LOW
2090,ARUNACHAL PRADESH,K/KUMEY,2004,0,1,0,0,0,0,0,4,LOW
2091,ARUNACHAL PRADESH,KAMENG EAST,2004,0,2,0,4,0,0,0,20,LOW
2092,ARUNACHAL PRADESH,KAMENG WEST,2004,2,2,0,1,0,0,0,25,LOW
2093,ARUNACHAL PRADESH,LOHIT,2004,5,5,0,8,0,0,0,79,LOW
2094,ARUNACHAL PRADESH,PAPUM PARE,2004,4,4,0,8,0,0,0,68,LOW
2095,ARUNACHAL PRADESH,SIANG EAST,2004,11,10,0,11,0,1,0,152,LOW
2096,ARUNACHAL PRADESH,SIANG UPPER,2004,1,0,0,2,0,0,0,13,LOW
2097,ARUNACHAL PRADESH,SIANG WEST,2004,6,6,0,8,0,0,0,90,LOW
2098,ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,0,0,0,1,0,0,0,3,LOW
2099,ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,0,4,0,3,0,1,0,27,LOW
2100,ARUNACHAL PRADESH,TAWANG,2004,0,0,0,13,0,1,0,41,LOW
2101,ARUNACHAL PRADESH,TIRAP,2004,1,2,0,1,0,0,0,18,LOW
2102,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,0,0,0,0,0,0,0,0,LOW
2103,ASSAM,BARPETA,2004,50,60,8,25,4,102,0,921,LOW
2104,ASSAM,BONGAIGAON,2004,41,46,3,12,0,23,0,571,LOW
2105,ASSAM,C.I.D.,2004,0,0,0,0,0,0,0,0,LOW
2106,ASSAM,CACHAR,2004,46,92,4,114,0,256,0,1568,LOW
2107,ASSAM,DARRANG,2004,55,38,7,55,0,38,0,820,LOW
2108,ASSAM,DHEMAJI,2004,53,40,0,33,0,74,0,778,LOW
2109,ASSAM,DHUBRI,2004,79,65,9,110,1,183,0,1564,LOW
2110,ASSAM,DIBRUGARH,2004,58,68,4,50,0,63,0,978,LOW
2111,ASSAM,G.R.P.,2004,2,3,0,2,0,7,0,46,LOW
2112,ASSAM,GOALPARA,2004,50,51,3,8,0,119,0,834,LOW
2113,ASSAM,GOLAGHAT,2004,62,70,0,31,0,79,0,965,LOW
